Country,Fatal,Year
SOUTH AFRICA,N,1972
MOZAMBIQUE,N,1972
MEXICO,Y,1972
SOUTH AFRICA,N,1972
AUSTRALIA,N,1972
AUSTRALIA,N,1972
USA,Y,1972
USA,N,1972
NEW ZEALAND,N,1972
USA,N,1972
MOZAMBIQUE,U,1972
USA,N,1972
USA,N,1972
AUSTRALIA,N,1972
USA,N,1972
USA,N,1972
FRENCH POLYNESIA,N,1972
MOZAMBIQUE,Y,1972
AUSTRALIA,N,1972
SOUTH AFRICA,Y,1972
SOUTH AFRICA,N,1972
MOZAMBIQUE,N,1972
SOUTH AFRICA,N,1971
USA,N,1971
SOUTH AFRICA,N,1971
USA,N,1971
USA,N,1971
CROATIA,Y,1971
AUSTRALIA,Y,1971
AUSTRALIA,N,1971
USA,N,1971
USA,N,1971
SOUTH AFRICA,N,1971
SOUTH AFRICA,Y,1971
MEXICO,Y,1971
NEW ZEALAND,N,1971
AUSTRALIA,N,1971
MOZAMBIQUE,Y,1970
MOZAMBIQUE,Y,1970
USA,N,1970
USA,N,1970
USA,N,1970
SOUTH AFRICA,N,1970
USA,N,1970
MOZAMBIQUE,N,1970
MOZAMBIQUE,N,1970
MOZAMBIQUE,N,1970
MOZAMBIQUE,N,1970
MEXICO,N,1970
UNITED KINGDOM,N,1970
SPAIN,N,1970
ITALY,N,1970
CROATIA,U,1970
IRAQ,N,1970
IRAQ,N,1970
IRAQ,Y,1970
IRAQ,N,1970
AUSTRALIA,N,1969
USA,N,1969
USA,N,1969
USA,N,1969
USA,N,1969
USA,N,1969
USA,N,1969
USA,N,1969
USA,N,1969
USA,U,1969
JAMAICA,N,1969
USA,N,1969
USA,N,1969
USA,N,1969
USA,N,1969
AUSTRALIA,N,1969
USA,N,1969
AUSTRALIA,N,1969
AUSTRALIA,U,1969
AUSTRALIA,N,1969
AUSTRALIA,N,1968
NEW ZEALAND,N,1968
SOUTH AFRICA,N,1968
SOUTH AFRICA,N,1968
USA,N,1968
NEW ZEALAND,Y,1968
USA,N,1968
USA,N,1968
FRENCH POLYNESIA,N,1968
COLUMBIA,N,1968
USA,N,1968
USA,N,1968
USA,N,1968
BAHAMAS,N,1968
USA,N,1968
USA,U,1968
USA,N,1968
AUSTRALIA,N,1968
PAPUA NEW GUINEA,Y,1968
AUSTRALIA,N,1968
SOUTH AFRICA,N,1968
USA,N,1968
USA,U,1968
USA,N,1968
AUSTRALIA,N,1968
NEW ZEALAND,N,1968
AUSTRALIA,N,1968
PAPUA NEW GUINEA,Y,1968
SOUTH AFRICA,N,1967
PAPUA NEW GUINEA,U,1967
AUSTRALIA,Y,1967
AUSTRALIA,N,1967
AUSTRALIA,N,1967
USA,N,1967
ITALY,U,1967
PAPUA NEW GUINEA,Y,1967
USA,N,1967
AUSTRALIA,Y,1967
BERMUDA,N,1967
AUSTRALIA,U,1967
USA,N,1967
BAHAMAS,N,1967
SENEGAL,N,1967
USA,N,1967
USA,N,1967
ITALY,N,1967
AUSTRALIA,N,1967
AUSTRALIA,N,1967
NEW ZEALAND,N,1967
SOUTH AFRICA,N,1967
AUSTRALIA,N,1967
NEW ZEALAND,Y,1967
PAPUA NEW GUINEA,N,1967
SOUTH AFRICA,N,1967
SOUTH AFRICA,N,1967
MOZAMBIQUE,N,1967
AUSTRALIA,N,1967
AUSTRALIA,N,1966
AUSTRALIA,N,1966
AUSTRALIA,N,1966
AUSTRALIA,N,1966
PAPUA NEW GUINEA,Y,1966
PAPUA NEW GUINEA,Y,1966
PAPUA NEW GUINEA,Y,1966
AUSTRALIA,N,1966
USA,N,1966
AUSTRALIA,N,1966
USA,N,1966
CROATIA,Y,1966
ITALY,N,1966
USA,U,1966
USA,N,1966
USA,N,1966
USA,N,1966
USA,N,1966
TAIWAN,Y,1966
PAPUA NEW GUINEA,Y,1966
USA,U,1966
USA,N,1966
USA,N,1966
USA,N,1966
AUSTRALIA,Y,1966
AUSTRALIA,N,1966
AUSTRALIA,Y,1966
USA,U,1966
AUSTRALIA,N,1966
AUSTRALIA,N,1966
SOUTH AFRICA,N,1966
USA,N,1966
AUSTRALIA,N,1966
SOUTH AFRICA,N,1966
AUSTRALIA,N,1966
SOUTH AFRICA,N,1966
NEW ZEALAND,Y,1966
USA,N,1966
USA,U,1966
AUSTRALIA,N,1965
AUSTRALIA,N,1965
AUSTRALIA,Y,1965
AUSTRALIA,N,1965
BAHAMAS,N,1965
BAHAMAS,Y,1965
PAPUA NEW GUINEA,N,1965
PAPUA NEW GUINEA,N,1965
MEXICO,N,1965
USA,N,1965
BAHAMAS,N,1965
MEXICO,Y,1965
USA,U,1965
MEXICO,N,1965
MEXICO,N,1965
USA,N,1965
USA,U,1965
USA,N,1965
USA,N,1965
USA,N,1965
SOUTH AFRICA,N,1965
USA,N,1965
USA,U,1965
SOUTH AFRICA,N,1965
SOUTH AFRICA,N,1965
AUSTRALIA,N,1965
USA,N,1965
USA,N,1965
USA,N,1965
EGYPT,N,1965
SOUTH AFRICA,N,1964
AUSTRALIA,N,1964
PAPUA NEW GUINEA,N,1964
AUSTRALIA,N,1964
AUSTRALIA,Y,1964
AUSTRALIA,N,1964
AUSTRALIA,N,1964
TAIWAN,Y,1964
TAIWAN,N,1964
USA,N,1964
MEXICO,N,1964
USA,U,1964
USA,N,1964
USA,N,1964
JAPAN,N,1964
PANAMA,N,1964
SOUTH AFRICA,N,1964
SOUTH AFRICA,Y,1964
USA,N,1964
USA,U,1964
USA,N,1964
PAPUA NEW GUINEA,N,1964
FIJI,N,1964
SOUTH AFRICA,U,1964
PANAMA,N,1964
FIJI,Y,1964
PANAMA,Y,1964
AUSTRALIA,N,1964
PAPUA NEW GUINEA,Y,1964
USA,N,1964
SENEGAL,N,1964
FIJI,Y,1964
NEW ZEALAND,N,1964
SOUTH AFRICA,N,1964
NEW ZEALAND,N,1964
NEW ZEALAND,Y,1964
AUSTRALIA,U,1964
NEW ZEALAND,N,1964
USA,N,1964
SOUTH AFRICA,N,1964
SOUTH AFRICA,N,1964
SOUTH AFRICA,N,1964
AUSTRALIA,N,1964
USA,N,1964
FIJI,N,1964
SOUTH AFRICA,N,1964
SOUTH AFRICA,N,1963
SOUTH AFRICA,N,1963
AUSTRALIA,N,1963
SOUTH AFRICA,Y,1963
SOUTH AFRICA,N,1963
AUSTRALIA,N,1963
SOUTH AFRICA,N,1963
SOUTH AFRICA,Y,1963
AUSTRALIA,N,1963
NEW ZEALAND,N,1963
PAPUA NEW GUINEA,N,1963
FIJI,N,1963
FIJI,N,1963
ITALY,N,1963
AUSTRALIA,N,1963
USA,N,1963
USA,N,1963
USA,U,1963
AUSTRALIA,N,1963
USA,N,1963
USA,N,1963
USA,N,1963
GREECE,Y,1963
PAPUA NEW GUINEA,N,1963
AUSTRALIA,N,1963
USA,Y,1963
SOUTH AFRICA,N,1963
AUSTRALIA,N,1963
USA,N,1963
AUSTRALIA,N,1963
FIJI,N,1963
AUSTRALIA,Y,1963
AUSTRALIA,U,1963
SOUTH AFRICA,N,1963
NEW ZEALAND,N,1963
SOUTH AFRICA,N,1963
SOUTH AFRICA,N,1963
SOUTH AFRICA,N,1963
AUSTRALIA,N,1963
SOUTH AFRICA,N,1962
AUSTRALIA,Y,1962
SOUTH AFRICA,N,1962
AUSTRALIA,N,1962
USA,N,1962
AUSTRALIA,N,1962
SOUTH AFRICA,N,1962
MEXICO,Y,1962
AUSTRALIA,N,1962
USA,U,1962
MEXICO,N,1962
ITALY,Y,1962
PAPUA NEW GUINEA,N,1962
USA,N,1962
SOUTH AFRICA,N,1962
USA,Y,1962
USA,N,1962
PAPUA NEW GUINEA,Y,1962
ITALY,N,1962
SENEGAL,N,1962
USA,N,1962
USA,N,1962
USA,N,1962
USA,N,1962
SOUTH AFRICA,N,1962
USA,N,1962
USA,N,1962
USA,Y,1962
USA,Y,1962
PAPUA NEW GUINEA,Y,1962
USA,N,1962
USA,N,1962
USA,N,1962
AUSTRALIA,N,1962
MOZAMBIQUE,N,1962
SOUTH AFRICA,N,1962
SOUTH AFRICA,N,1962
AUSTRALIA,N,1962
PAPUA NEW GUINEA,Y,1962
PAPUA NEW GUINEA,N,1962
NEW ZEALAND,N,1962
AUSTRALIA,N,1962
SOUTH AFRICA,Y,1962
SOUTH AFRICA,Y,1962
AUSTRALIA,N,1962
NEW ZEALAND,N,1962
AUSTRALIA,N,1962
SOUTH AFRICA,U,1962
NEW ZEALAND,N,1962
NEW ZEALAND,N,1962
USA,N,1962
AUSTRALIA,N,1962
AUSTRALIA,N,1962
AUSTRALIA,N,1962
PAPUA NEW GUINEA,N,1962
NEW ZEALAND,N,1962
AUSTRALIA,N,1962
AUSTRALIA,U,1962
AUSTRALIA,N,1962
MARSHALL ISLANDS,N,1962
AUSTRALIA,Y,1961
AUSTRALIA,N,1961
SOUTH AFRICA,N,1961
AUSTRALIA,N,1961
AUSTRALIA,N,1961
MOZAMBIQUE,N,1961
AUSTRALIA,Y,1961
AUSTRALIA,N,1961
USA,U,1961
VANUATU,N,1961
CROATIA,Y,1961
ITALY,N,1961
USA,N,1961
USA,N,1961
BERMUDA,N,1961
USA,N,1961
USA,N,1961
AUSTRALIA,N,1961
ITALY,N,1961
USA,Y,1961
USA,N,1961
USA,N,1961
PAPUA NEW GUINEA,N,1961
USA,N,1961
USA,N,1961
USA,U,1961
AUSTRALIA,N,1961
MOZAMBIQUE,N,1961
SOUTH AFRICA,N,1961
USA,N,1961
AUSTRALIA,N,1961
AUSTRALIA,N,1961
MOZAMBIQUE,Y,1961
AUSTRALIA,N,1961
AUSTRALIA,N,1961
AUSTRALIA,N,1961
AUSTRALIA,N,1961
AUSTRALIA,N,1961
SOUTH AFRICA,N,1961
USA,N,1961
AUSTRALIA,N,1961
SOUTH AFRICA,N,1961
SOUTH AFRICA,Y,1961
AUSTRALIA,N,1961
SOUTH AFRICA,N,1961
SOUTH AFRICA,N,1961
AUSTRALIA,N,1961
SOUTH AFRICA,N,1961
AUSTRALIA,N,1961
MOZAMBIQUE,N,1961
SOUTH AFRICA,N,1961
COLUMBIA,N,1961
SENEGAL,Y,1961
AUSTRALIA,N,1960
SOUTH AFRICA,Y,1960
AUSTRALIA,N,1960
AUSTRALIA,N,1960
AUSTRALIA,N,1960
USA,U,1960
AUSTRALIA,N,1960
AUSTRALIA,N,1960
SOUTH AFRICA,N,1960
USA,N,1960
SOUTH AFRICA,N,1960
AUSTRALIA,U,1960
PAPUA NEW GUINEA,N,1960
SOUTH AFRICA,N,1960
USA,N,1960
USA,N,1960
USA,N,1960
USA,N,1960
USA,N,1960
UNITED KINGDOM,N,1960
USA,N,1960
PAPUA NEW GUINEA,N,1960
USA,N,1960
USA,N,1960
USA,N,1960
NEW ZEALAND,N,1960
USA,N,1960
USA,U,1960
USA,N,1960
PANAMA,N,1960
BERMUDA,N,1960
USA,N,1960
SOUTH AFRICA,N,1960
USA,N,1960
AUSTRALIA,N,1960
SOUTH AFRICA,N,1960
BERMUDA,U,1960
AUSTRALIA,N,1960
AUSTRALIA,N,1960
AUSTRALIA,N,1960
AUSTRALIA,N,1960
AUSTRALIA,N,1960
SOUTH AFRICA,N,1960
USA,N,1960
AUSTRALIA,N,1960
NEW ZEALAND,N,1960
USA,U,1960
PAPUA NEW GUINEA,Y,1960
AUSTRALIA,N,1960
AUSTRALIA,N,1960
AUSTRALIA,Y,1960
AUSTRALIA,N,1960
AUSTRALIA,N,1960
SRI LANKA,N,1960
SRI LANKA,N,1960
PAPUA NEW GUINEA,N,1960
MOZAMBIQUE,Y,1960
SOUTH AFRICA,N,1960
AUSTRALIA,N,1959
AUSTRALIA,N,1959
PAPUA NEW GUINEA,Y,1959
AUSTRALIA,Y,1959
AUSTRALIA,N,1959
NEW ZEALAND,N,1959
AUSTRALIA,N,1959
AUSTRALIA,N,1959
AUSTRALIA,N,1959
SOUTH AFRICA,N,1959
AUSTRALIA,N,1959
USA,N,1959
AUSTRALIA,N,1959
MOZAMBIQUE,Y,1959
USA,N,1959
FIJI,Y,1959
FIJI,N,1959
PHILIPPINES,N,1959
USA,N,1959
USA,U,1959
USA,N,1959
PHILIPPINES,U,1959
USA,U,1959
USA,Y,1959
USA,N,1959
USA,N,1959
CROATIA,N,1959
JAPAN,Y,1959
USA,N,1959
ITALY,U,1959
USA,N,1959
USA,N,1959
JAPAN,Y,1959
USA,N,1959
USA,N,1959
USA,N,1959
USA,N,1959
USA,Y,1959
SOUTH AFRICA,N,1959
USA,N,1959
USA,Y,1959
USA,N,1959
AUSTRALIA,U,1959
AUSTRALIA,N,1959
USA,N,1959
PHILIPPINES,Y,1959
USA,N,1959
AUSTRALIA,N,1959
PAPUA NEW GUINEA,N,1959
SOUTH AFRICA,N,1959
AUSTRALIA,N,1959
ECUADOR,N,1959
AUSTRALIA,N,1959
AUSTRALIA,Y,1959
AUSTRALIA,N,1959
SOUTH AFRICA,N,1959
MOZAMBIQUE,Y,1959
AUSTRALIA,N,1959
SOUTH AFRICA,Y,1958
USA,Y,1958
AUSTRALIA,Y,1958
USA,N,1958
USA,N,1958
PAPUA NEW GUINEA,N,1958
BAHAMAS,N,1958
USA,N,1958
MEXICO,N,1958
CROATIA,N,1958
USA,N,1958
USA,N,1958
USA,N,1958
PAPUA NEW GUINEA,Y,1958
BAHAMAS,N,1958
USA,N,1958
USA,N,1958
USA,N,1958
USA,N,1958
TAIWAN,N,1958
SOUTH AFRICA,Y,1958
SOUTH AFRICA,Y,1958
USA,N,1958
AUSTRALIA,N,1958
AUSTRALIA,N,1958
SOUTH AFRICA,Y,1958
TONGA,N,1958
PAPUA NEW GUINEA,Y,1958
SOUTH AFRICA,N,1958
SOUTH AFRICA,N,1957
SOUTH AFRICA,N,1957
SOUTH AFRICA,Y,1957
SOUTH AFRICA,Y,1957
SOUTH AFRICA,N,1957
USA,N,1957
USA,N,1957
USA,Y,1957
AUSTRALIA,N,1957
AUSTRALIA,N,1957
USA,Y,1957
AUSTRALIA,N,1957
USA,N,1957
AUSTRALIA,N,1957
PAPUA NEW GUINEA,N,1957
USA,N,1957
USA,N,1957
SOUTH AFRICA,Y,1957
USA,N,1957
CUBA,N,1957
CUBA,Y,1957
USA,N,1957
FIJI,N,1957
PAPUA NEW GUINEA,Y,1956
PAPUA NEW GUINEA,Y,1956
NEW ZEALAND,N,1956
SOUTH AFRICA,N,1956
PAPUA NEW GUINEA,N,1956
SENEGAL,N,1956
USA,N,1956
ITALY,N,1956
PAPUA NEW GUINEA,Y,1956
USA,Y,1956
AUSTRALIA,N,1956
USA,N,1956
SOUTH AFRICA,N,1956
PAPUA NEW GUINEA,N,1956
USA,Y,1956
USA,N,1956
USA,N,1956
USA,N,1956
AUSTRALIA,N,1956
SOUTH AFRICA,N,1956
ITALY,U,1956
AUSTRALIA,N,1956
AUSTRALIA,Y,1956
AUSTRALIA,N,1956
AUSTRALIA,Y,1956
AUSTRALIA,N,1956
AUSTRALIA,N,1956
AUSTRALIA,N,1956
GREECE,Y,1956
USA,N,1956
USA,U,1956
PAPUA NEW GUINEA,N,1955
AUSTRALIA,N,1955
USA,N,1955
USA,N,1955
CROATIA,Y,1955
USA,N,1955
AUSTRALIA,N,1955
JAPAN,Y,1955
USA,N,1955
USA,N,1955
PAPUA NEW GUINEA,N,1955
AUSTRALIA,Y,1955
PAPUA NEW GUINEA,N,1955
AUSTRALIA,N,1955
USA,N,1955
USA,N,1955
AUSTRALIA,Y,1955
INDIA,N,1955
AUSTRALIA,N,1955
AUSTRALIA,Y,1955
CUBA,N,1955
COLUMBIA,N,1955
AUSTRALIA,Y,1954
SOUTH AFRICA,N,1954
USA,N,1954
UNITED KINGDOM,N,1954
CROATIA,U,1954
USA,N,1954
AUSTRALIA,Y,1954
ITALY,N,1954
CUBA,N,1954
CUBA,N,1954
BERMUDA,N,1954
USA,N,1954
AUSTRALIA,N,1954
AUSTRALIA,Y,1954
AUSTRALIA,N,1954
PAPUA NEW GUINEA,N,1954
USA,N,1954
PAPUA NEW GUINEA,N,1954
SOUTH AFRICA,N,1953
SOUTH AFRICA,N,1953
AUSTRALIA,N,1953
AUSTRALIA,N,1953
USA,N,1953
USA,N,1953
MEXICO,U,1953
MEXICO,Y,1953
USA,Y,1953
USA,N,1953
CANADA,N,1953
PANAMA,N,1953
USA,N,1953
IRAN,N,1953
AUSTRALIA,N,1953
AUSTRALIA,N,1953
PAPUA NEW GUINEA,Y,1953
AUSTRALIA,N,1953
AUSTRALIA,N,1953
AUSTRALIA,N,1953
AUSTRALIA,N,1952
ITALY,N,1952
USA,Y,1952
USA,Y,1952
ITALY,Y,1952
USA,N,1952
USA,N,1952
USA,N,1952
USA,N,1952
USA,N,1952
USA,N,1952
AUSTRALIA,N,1952
AUSTRALIA,N,1952
AUSTRALIA,N,1952
PAPUA NEW GUINEA,Y,1952
PAPUA NEW GUINEA,Y,1952
MOZAMBIQUE,Y,1951
AUSTRALIA,N,1951
AUSTRALIA,Y,1951
SOUTH AFRICA,N,1951
JAMAICA,N,1951
SOUTH AFRICA,N,1951
AUSTRALIA,Y,1951
ITALY,Y,1951
AUSTRALIA,Y,1951
GREECE,N,1951
GREECE,Y,1951
FRENCH POLYNESIA,N,1951
AUSTRALIA,N,1951
AUSTRALIA,N,1951
SOUTH AFRICA,N,1951
SOUTH AFRICA,N,1951
AUSTRALIA,N,1951
AUSTRALIA,N,1951
SOUTH AFRICA,Y,1951
AUSTRALIA,N,1950
AUSTRALIA,N,1950
AUSTRALIA,Y,1950
AUSTRALIA,N,1950
AUSTRALIA,N,1950
AUSTRALIA,N,1950
USA,N,1950
AUSTRALIA,N,1950
AUSTRALIA,N,1950
JAPAN,Y,1950
USA,N,1950
USA,N,1950
USA,N,1950
USA,Y,1950
SOUTH AFRICA,N,1950
ITALY,N,1950
AUSTRALIA,Y,1950
SOUTH AFRICA,N,1950
SOUTH AFRICA,N,1950
SOUTH AFRICA,Y,1950
AUSTRALIA,N,1950
SOUTH AFRICA,Y,1950
AUSTRALIA,N,1950
SRI LANKA,N,1950
SRI LANKA,N,1950
INDONESIA,Y,1950
PANAMA,N,1950
AUSTRALIA,N,1949
AUSTRALIA,N,1949
AUSTRALIA,N,1949
AUSTRALIA,Y,1949
ITALY,U,1949
AUSTRALIA,N,1949
ITALY,N,1949
IRAN,Y,1949
USA,N,1949
USA,N,1949
AUSTRALIA,N,1949
AUSTRALIA,N,1949
AUSTRALIA,N,1949
AUSTRALIA,Y,1949
AUSTRALIA,Y,1949
AUSTRALIA,U,1949
ITALY,N,1949
PAPUA NEW GUINEA,Y,1949
AUSTRALIA,Y,1948
AUSTRALIA,Y,1948
CUBA,N,1948
AUSTRALIA,N,1948
GREECE,Y,1948
IRAN,N,1948
BAHAMAS,N,1948
USA,Y,1948
PAPUA NEW GUINEA,N,1948
AUSTRALIA,Y,1948
AUSTRALIA,N,1948
USA,N,1948
AUSTRALIA,N,1947
AUSTRALIA,N,1947
AUSTRALIA,N,1947
AUSTRALIA,N,1947
AUSTRALIA,Y,1947
AUSTRALIA,N,1947
BRAZIL,Y,1947
USA,Y,1947
USA,N,1947
AUSTRALIA,N,1947
SOUTH AFRICA,N,1947
USA,N,1947
AUSTRALIA,N,1947
SOUTH AFRICA,N,1947
SOUTH AFRICA,N,1947
AUSTRALIA,N,1947
SOUTH AFRICA,N,1947
SOUTH AFRICA,N,1947
BAHAMAS,N,1947
AUSTRALIA,N,1947
SOUTH AFRICA,N,1947
AUSTRALIA,N,1946
AUSTRALIA,Y,1946
AUSTRALIA,N,1946
AUSTRALIA,Y,1946
IRAN,N,1946
IRAN,N,1946
AUSTRALIA,Y,1946
AUSTRALIA,N,1946
AUSTRALIA,N,1946
SOUTH AFRICA,N,1946
AUSTRALIA,N,1946
SOUTH AFRICA,N,1946
SOUTH AFRICA,N,1946
AUSTRALIA,N,1946
SOUTH AFRICA,N,1946
AUSTRALIA,Y,1946
SOUTH AFRICA,N,1946
IRAN,N,1945
SOUTH AFRICA,N,1945
PANAMA,N,1945
IRAQ,N,1945
PHILIPPINES,N,1944
USA,N,1944
USA,N,1944
SOUTH AFRICA,Y,1944
SOUTH AFRICA,Y,1944
USA,N,1944
SOUTH AFRICA,N,1944
SOUTH AFRICA,Y,1944
SOUTH AFRICA,N,1944
SOUTH AFRICA,N,1944
SOUTH AFRICA,Y,1944
AUSTRALIA,N,1944
AUSTRALIA,N,1944
SOUTH AFRICA,Y,1944
SOUTH AFRICA,Y,1943
PANAMA,Y,1943
MEXICO,U,1943
AUSTRALIA,N,1943
AUSTRALIA,Y,1943
SOUTH AFRICA,Y,1943
USA,N,1943
USA,N,1943
AUSTRALIA,Y,1942
SOUTH AFRICA,Y,1942
SOUTH AFRICA,N,1942
SOUTH AFRICA,Y,1942
AUSTRALIA,N,1942
ITALY,N,1942
AUSTRALIA,Y,1942
AUSTRALIA,N,1942
BAHAMAS,N,1942
AUSTRALIA,N,1941
USA,N,1941
USA,N,1941
USA,N,1941
USA,N,1941
USA,N,1941
AUSTRALIA,N,1941
IRAN,Y,1941
AUSTRALIA,Y,1940
SOUTH AFRICA,Y,1940
PANAMA,Y,1940
USA,N,1940
SOUTH AFRICA,Y,1940
AUSTRALIA,N,1940
SOUTH AFRICA,Y,1940
AUSTRALIA,Y,1940
AUSTRALIA,N,1940
AUSTRALIA,Y,1940
AUSTRALIA,N,1940
SOUTH AFRICA,Y,1940
AUSTRALIA,U,1939
AUSTRALIA,Y,1939
AUSTRALIA,N,1939
USA,N,1939
AUSTRALIA,N,1939
USA,N,1939
BAHAMAS,N,1939
USA,N,1939
PAPUA NEW GUINEA,Y,1939
PAPUA NEW GUINEA,Y,1939
NEW ZEALAND,N,1939
AUSTRALIA,N,1939
BAHAMAS,N,1939
AUSTRALIA,Y,1938
AUSTRALIA,N,1938
USA,N,1938
AUSTRALIA,Y,1938
AUSTRALIA,N,1938
IRAQ,N,1938
AUSTRALIA,N,1938
SOUTH AFRICA,N,1938
AUSTRALIA,U,1938
AUSTRALIA,Y,1937
AUSTRALIA,Y,1937
AUSTRALIA,Y,1937
AUSTRALIA,N,1937
AUSTRALIA,N,1937
SCOTLAND,N,1937
SCOTLAND,N,1937
SCOTLAND,N,1937
AUSTRALIA,N,1937
PANAMA,Y,1937
AUSTRALIA,N,1937
USA,Y,1937
USA,N,1937
AUSTRALIA,Y,1937
AUSTRALIA,U,1937
AUSTRALIA,U,1937
AUSTRALIA,Y,1937
AUSTRALIA,N,1937
AUSTRALIA,N,1937
USA,N,1936
AUSTRALIA,N,1936
AUSTRALIA,Y,1936
AUSTRALIA,Y,1936
AUSTRALIA,N,1936
AUSTRALIA,N,1936
CANADA,N,1936
USA,N,1936
USA,Y,1936
USA,N,1936
AUSTRALIA,Y,1936
AUSTRALIA,N,1936
USA,N,1936
AUSTRALIA,N,1936
AUSTRALIA,N,1936
AUSTRALIA,Y,1936
AUSTRALIA,Y,1936
AUSTRALIA,U,1936
AUSTRALIA,N,1936
AUSTRALIA,N,1935
AUSTRALIA,N,1935
USA,Y,1935
AUSTRALIA,Y,1935
USA,U,1935
USA,U,1935
CROATIA,Y,1935
USA,N,1935
SOUTH AFRICA,N,1935
AUSTRALIA,N,1935
AUSTRALIA,U,1935
AUSTRALIA,N,1935
AUSTRALIA,N,1935
AUSTRALIA,Y,1935
AUSTRALIA,Y,1935
AUSTRALIA,N,1935
AUSTRALIA,N,1935
AUSTRALIA,N,1935
AUSTRALIA,N,1934
AUSTRALIA,Y,1934
AUSTRALIA,Y,1934
AUSTRALIA,N,1934
AUSTRALIA,Y,1934
BERMUDA,N,1934
ITALY,N,1934
CROATIA,Y,1934
USA,N,1934
AUSTRALIA,N,1934
AUSTRALIA,N,1934
USA,Y,1934
AUSTRALIA,N,1934
SOUTH AFRICA,N,1934
AUSTRALIA,Y,1934
AUSTRALIA,Y,1934
AUSTRALIA,N,1934
AUSTRALIA,N,1934
AUSTRALIA,N,1934
AUSTRALIA,N,1934
AUSTRALIA,Y,1933
AUSTRALIA,N,1933
USA,N,1933
USA,N,1933
USA,N,1933
AUSTRALIA,N,1933
USA,Y,1933
AUSTRALIA,N,1933
AUSTRALIA,N,1933
AUSTRALIA,N,1933
AUSTRALIA,Y,1933
AUSTRALIA,N,1932
USA,N,1932
BAHAMAS,N,1932
CANADA,N,1932
USA,N,1932
AUSTRALIA,N,1932
AUSTRALIA,U,1932
MEXICO,Y,1932
SOUTH AFRICA,N,1932
AUSTRALIA,N,1931
USA,N,1931
CUBA,Y,1931
CUBA,Y,1931
FIJI,N,1931
USA,N,1931
USA,N,1931
AUSTRALIA,Y,1931
AUSTRALIA,N,1931
AUSTRALIA,U,1931
AUSTRALIA,N,1931
AUSTRALIA,N,1930
AUSTRALIA,N,1930
AUSTRALIA,N,1930
SPAIN,N,1930
CUBA,N,1930
USA,N,1930
AUSTRALIA,Y,1930
SOUTH AFRICA,N,1930
AUSTRALIA,Y,1929
AUSTRALIA,N,1929
AUSTRALIA,Y,1929
USA,N,1929
AUSTRALIA,N,1929
USA,N,1929
AUSTRALIA,N,1929
AUSTRALIA,N,1929
AUSTRALIA,Y,1929
AUSTRALIA,N,1929
AUSTRALIA,Y,1929
AUSTRALIA,Y,1929
AUSTRALIA,Y,1929
AUSTRALIA,N,1929
USA,N,1929
USA,N,1929
USA,N,1928
PANAMA,Y,1928
ITALY,N,1928
AUSTRALIA,N,1928
AUSTRALIA,N,1928
AUSTRALIA,N,1928
AUSTRALIA,Y,1928
AUSTRALIA,Y,1928
SOUTH AFRICA,N,1928
SOUTH AFRICA,N,1928
SOUTH AFRICA,Y,1927
AUSTRALIA,N,1927
NEW ZEALAND,N,1927
SOUTH AFRICA,N,1927
AUSTRALIA,Y,1927
AUSTRALIA,Y,1927
AUSTRALIA,N,1926
USA,Y,1926
ITALY,Y,1926
USA,N,1926
USA,N,1926
USA,Y,1926
USA,N,1926
AUSTRALIA,Y,1926
SOUTH AFRICA,N,1926
AUSTRALIA,Y,1925
AUSTRALIA,N,1925
AUSTRALIA,Y,1925
PAPUA NEW GUINEA,Y,1925
CANADA,N,1925
MEXICO,Y,1924
PANAMA,N,1924
USA,Y,1924
AUSTRALIA,N,1924
USA,N,1924
UNITED KINGDOM,N,1924
USA,N,1924
AUSTRALIA,Y,1924
SPAIN,N,1924
AUSTRALIA,N,1924
SOUTH AFRICA,Y,1924
AUSTRALIA,Y,1924
AUSTRALIA,N,1923
USA,N,1923
AUSTRALIA,Y,1923
AUSTRALIA,Y,1922
USA,N,1922
USA,Y,1922
JAMAICA,Y,1922
SOUTH AFRICA,N,1922
JAMAICA,Y,1922
AUSTRALIA,Y,1922
AUSTRALIA,Y,1922
AUSTRALIA,Y,1922
AUSTRALIA,N,1922
AUSTRALIA,Y,1922
AUSTRALIA,N,1921
AUSTRALIA,Y,1921
AUSTRALIA,N,1921
AUSTRALIA,Y,1921
UNITED KINGDOM,N,1921
PHILIPPINES,Y,1921
AUSTRALIA,N,1920
AUSTRALIA,N,1920
USA,U,1920
USA,N,1920
CANADA,N,1920
AUSTRALIA,N,1920
SOUTH AFRICA,N,1920
AUSTRALIA,Y,1920
SOUTH AFRICA,N,1920
AUSTRALIA,N,1919
AUSTRALIA,Y,1919
USA,Y,1919
AUSTRALIA,U,1919
AUSTRALIA,N,1919
AUSTRALIA,Y,1919
AUSTRALIA,Y,1919
AUSTRALIA,Y,1918
AUSTRALIA,N,1918
USA,N,1917
AUSTRALIA,N,1916
AUSTRALIA,Y,1916
AUSTRALIA,Y,1916
USA,N,1916
USA,Y,1916
USA,Y,1916
USA,Y,1916
USA,Y,1916
USA,N,1916
AUSTRALIA,Y,1916
AUSTRALIA,N,1915
AUSTRALIA,N,1915
AUSTRALIA,Y,1915
JAMAICA,Y,1914
USA,Y,1914
CROATIA,N,1914
